loan_ID,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
17092,28,39600,11,1500,12.69,0,0.04,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
17093,30,28000,5,6300,11.99,0,0.23,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17094,30,34000,2,1500,14.61,1,0.04,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17095,33,28000,3,4800,7.49,0,0.17,10,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17096,28,41000,10,1500,14.79,0,0.04,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17097,29,38004,2,1500,12.53,1,0.04,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
17098,28,44604,11,1500,11.12,0,0.03,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17099,34,45000,7,1500,5.99,0,0.03,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17100,32,28000,7,6000,15.21,1,0.21,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
17101,30,39000,4,1500,7.51,1,0.04,9,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17102,35,48000,13,1500,9.91,0,0.03,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17103,33,48000,2,1500,11.71,0,0.03,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17104,33,48000,2,1500,11.89,0,0.03,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
17105,34,50000,5,1500,13.92,0,0.03,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
17106,28,28000,0,3250,12.53,0,0.12,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17107,27,54600,2,1500,13.23,0,0.03,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
17108,28,55000,7,1500,7.37,0,0.03,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17109,28,60000,12,1500,16.77,0,0.03,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
17110,29,60000,3,1500,12.87,0,0.03,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
17111,32,54000,7,1500,14.42,1,0.03,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17112,32,61900,4,1500,13.23,0,0.02,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
17113,29,80000,0,1500,12.42,0,0.02,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17114,32,80000,6,1500,10.74,0,0.02,10,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17115,27,28500,3,1600,13.49,1,0.06,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
17116,33,18000,1,1600,9.88,1,0.09,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17117,27,28500,6,2600,7.74,0,0.09,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17118,30,28500,9,4000,7.74,0,0.14,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17119,27,28560,7,2400,6.39,0,0.08,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17120,29,18000,3,1700,11.12,0,0.09,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17121,29,33000,2,1700,15.23,0,0.05,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
17122,32,28672,5,4650,13.22,0,0.16,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
17123,28,53040,6,1700,8.49,0,0.03,8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17124,31,12996,4,1750,6.76,0,0.13,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17125,30,12000,4,1800,14.35,0,0.15,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
17126,28,15000,0,1800,11.49,0,0.12,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17127,33,15000,3,1800,17.54,0,0.12,9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
17128,28,28800,2,2000,10.59,0,0.07,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17129,32,21360,1,1800,12.99,0,0.08,8,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
17130,31,23766,1,1800,13.06,0,0.08,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
17131,31,24000,2,1800,8.59,0,0.07,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17132,27,25200,2,1800,6.76,0,0.07,10,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17133,32,28800,7,7500,13.43,0,0.26,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17134,32,45996,2,1800,11.58,0,0.04,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17135,30,49000,14,1800,11.71,0,0.04,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17136,27,60000,11,1800,11.46,0,0.03,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17137,33,80000,5,1800,10.75,0,0.02,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17138,27,117000,7,1800,12.42,0,0.02,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17139,33,145000,5,1800,12.99,0,0.01,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
17140,35,510000,1,1800,13.48,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
17141,30,42000,0,1850,11.99,0,0.04,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
17142,31,15204,4,1875,8.49,1,0.12,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17143,30,31200,4,1900,5.79,0,0.06,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17144,30,45000,14,1900,5.79,0,0.04,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17145,32,60000,5,1925,12.29,0,0.03,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
17146,33,72000,6,1925,14.35,1,0.03,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17147,31,10800,4,2000,14.72,1,0.19,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17148,30,12996,1,2000,17.19,1,0.15,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17149,31,29000,6,5000,15.99,0,0.17,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
17150,28,29000,1,6250,12.87,0,0.22,9,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17151,31,29000,3,3500,12.53,0,0.12,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
17152,29,19200,1,2000,5.99,1,0.1,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17153,31,29000,5,1500,12.29,0,0.05,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
17154,29,20000,4,2000,18.3,1,0.1,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
17155,29,20400,2,2000,13.49,0,0.1,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
17156,29,20400,4,2000,7.9,1,0.1,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
17157,27,20400,3,2000,12.53,0,0.1,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17158,31,20928,0,2000,13.48,0,0.1,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17159,30,21240,4,2000,14.22,0,0.09,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
17160,28,29112,1,7000,6.99,0,0.24,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17161,33,22800,0,2000,8.49,0,0.09,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17162,33,24000,0,2000,14.35,0,0.08,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
17163,27,29160,2,8000,7.51,0,0.27,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17164,31,24600,5,2000,13.61,0,0.08,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
17165,27,25000,9,2000,13.11,0,0.08,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17166,32,25000,3,2000,13.16,1,0.08,8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
17167,32,29500,4,7000,10,1,0.24,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17168,35,29568,6,6000,13.23,0,0.2,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
17169,27,26400,2,2000,6.54,0,0.08,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17170,27,26400,1,2000,13.61,0,0.08,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
17171,29,27000,4,2000,7.88,0,0.07,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17172,31,29760,0,10000,9.63,0,0.34,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17173,31,29766,15,13900,8.94,0,0.47,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
17174,30,28800,9,2000,11.48,0,0.07,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17175,28,30000,12,2000,5.42,0,0.07,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17176,33,30000,11,2000,7.29,0,0.07,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17177,30,92700,1,15000,11.99,0,0.16,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
17178,31,81000,1,15000,14.42,1,0.19,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
17179,32,30000,2,10000,9.91,0,0.33,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
17180,29,70553,8,15000,13.47,1,0.18,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
17181,33,84000,2,15000,16.7,1,0.18,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
17182,33,30000,8,5000,7.51,0,0.17,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17183,29,100000,1,15000,9.88,0,0.15,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17184,27,100000,0,15000,11.58,0,0.15,10,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
17185,29,100000,3,15000,12.04,0,0.15,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
17186,28,102000,12,15000,11.46,0,0.15,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17187,27,104371,4,15000,16.77,0,0.14,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17188,31,105000,9,15000,10.59,0,0.14,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17189,27,106000,5,15000,10.75,0,0.14,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17190,32,108000,8,15000,10,0,0.14,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17191,30,30000,6,10000,9.91,0,0.33,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
17192,28,30000,4,6000,6.03,0,0.2,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17193,34,110000,6,15000,12.68,0,0.14,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
17194,35,110000,0,15000,11.11,0,0.14,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17195,35,30000,13,6625,6.62,0,0.22,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17196,33,110000,3,15000,14.42,0,0.14,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
17197,32,101000,0,15000,17.58,1,0.15,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17198,35,117000,8,15000,9.63,0,0.13,8,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17199,29,120000,3,15000,6.91,0,0.13,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17200,30,120000,14,15000,6.17,0,0.13,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17201,29,120000,3,15000,9.63,0,0.13,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17202,32,120000,5,15000,15.68,0,0.13,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
17203,31,30000,2,2000,7.9,0,0.07,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17204,27,122000,3,15000,12.73,0,0.12,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
17205,28,30000,4,4750,7.9,0,0.16,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17206,27,132000,2,15000,11.12,0,0.11,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17207,29,128000,0,15000,9.63,1,0.12,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17208,28,140000,0,15000,11.26,0,0.11,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17209,28,143000,5,15000,12.53,0,0.1,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
17210,35,30000,11,11000,10.65,0,0.37,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17211,34,147000,1,15000,8.94,0,0.1,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17212,29,150000,9,15000,16.32,0,0.1,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17213,30,165000,3,15000,13.92,0,0.09,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17214,30,175000,3,15000,11.26,0,0.09,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17215,29,200000,2,15000,10.37,0,0.07,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17216,31,200000,5,15000,11.36,0,0.07,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17217,28,200000,2,15000,11.72,0,0.07,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17218,32,230000,0,15000,5.99,0,0.07,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
17219,34,30000,2,14975,12.53,1,0.5,10,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17220,30,30000,3,5100,7.9,0,0.17,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17221,28,30000,13,14800,11.14,1,0.49,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17222,32,50000,1,14800,10.83,0,0.3,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17223,28,68000,2,14800,9.99,0,0.22,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
17224,32,30000,6,10000,7.51,0,0.33,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17225,34,30000,4,4300,7.9,0,0.14,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17226,27,37000,11,14700,5.99,1,0.4,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17227,27,30000,2,2000,11.49,0,0.07,8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
17228,29,30000,0,2000,10.75,0,0.07,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17229,28,30225,7,2000,12.42,0,0.07,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17230,35,30000,2,3300,5.99,0,0.11,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17231,31,33000,1,2000,5.79,0,0.06,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17232,31,40000,3,2000,10.37,0,0.05,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17233,27,40000,9,2000,10.75,0,0.05,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17234,27,51000,1,2000,7.74,0,0.04,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
17235,30,51600,12,2000,9.99,0,0.04,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17236,29,51996,2,2000,13.72,0,0.04,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17237,29,54000,1,2000,10.01,0,0.04,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17238,31,50000,15,2000,5.42,1,0.04,8,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17239,28,50000,2,2000,16.89,1,0.04,7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
17240,32,30000,0,9000,5.42,0,0.3,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17241,35,59000,11,2000,13.48,0,0.03,7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17242,27,60000,2,2000,9.91,0,0.03,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17243,28,54000,1,2000,14.42,1,0.04,7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
17244,30,30000,1,10000,6.99,0,0.33,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17245,30,68803,3,2000,6.17,0,0.03,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17246,32,30000,16,7000,6.99,0,0.23,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17247,27,69000,1,2000,6.99,0,0.03,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17248,30,69996,0,2000,10.65,0,0.03,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
17249,35,30000,3,2975,5.99,0,0.1,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17250,35,70000,2,2000,13.72,0,0.03,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
17251,31,30000,3,9450,8.49,0,0.32,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17252,29,72000,13,2000,14.59,1,0.03,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17253,35,80000,7,2000,12.99,0,0.03,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17254,31,30000,5,4000,15.62,1,0.13,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
17255,34,80000,2,2000,10.36,0,0.03,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17256,29,80004,12,2000,9.76,0,0.02,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17257,27,85000,0,2000,14.22,0,0.02,9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17258,31,86000,0,2000,5.99,0,0.02,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17259,29,102400,2,2000,8.88,0,0.02,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17260,31,118000,0,2000,16.89,1,0.02,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
17261,34,30000,0,6000,7.29,0,0.2,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17262,33,132444,4,2000,11.36,0,0.02,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
17263,35,30000,3,10000,13.43,1,0.33,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
17264,31,30000,1,2050,8.88,1,0.07,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17265,29,60000,13,2075,15.23,0,0.03,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
17266,33,30000,1,5000,12.68,0,0.17,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17267,30,11292,4,2100,6.76,1,0.19,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17268,30,12500,0,2100,12.49,1,0.17,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17269,33,14400,0,2100,15.21,1,0.15,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
17270,34,21000,2,2100,7.88,0,0.1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17271,27,33500,0,2100,12.21,0,0.06,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17272,29,30000,3,6000,5.79,0,0.2,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17273,28,30000,8,3000,7.29,0,0.1,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17274,33,30000,17,10000,5.79,0,0.33,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
17275,28,35000,6,2125,15.27,0,0.06,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
17276,28,20000,0,2150,10.37,0,0.11,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17277,27,24000,1,2150,14.72,0,0.09,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
17278,34,30000,3,14000,8.9,1,0.47,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17279,27,30548,0,14000,7.88,1,0.46,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17280,30,33200,4,14000,7.29,1,0.42,10,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17281,27,35000,0,14000,14.27,1,0.4,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
17282,28,29000,8,14000,11.99,1,0.48,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17283,34,36000,5,14000,7.51,1,0.39,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17284,35,37000,5,14000,7.88,1,0.38,8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17285,30,40000,2,14000,12.73,1,0.35,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
17286,27,34000,4,14000,19.82,1,0.41,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
17287,28,40000,2,14000,11.89,1,0.35,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
17288,29,40404,4,14000,8.49,1,0.35,10,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17289,28,30000,1,7500,12.98,0,0.25,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
17290,29,14400,4,2200,5.99,0,0.15,10,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17291,29,15000,4,2200,13.48,1,0.15,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
17292,34,30000,5,14000,7.51,0,0.47,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17293,29,17004,8,2200,9.32,1,0.13,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
17294,28,30000,4,3000,6.76,0,0.1,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
17295,31,30000,4,2200,7.49,0,0.07,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17296,31,38400,3,2200,13.06,0,0.06,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
17297,31,42000,2,2200,9.63,0,0.05,8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17298,32,44004,5,2200,15.65,1,0.05,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
17299,30,52416,13,2200,10.99,0,0.04,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17300,27,70000,8,2200,10.74,0,0.03,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17301,30,30000,14,5000,7.14,0,0.17,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17302,28,80000,5,2200,9.99,0,0.03,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17303,28,30000,3,6000,13.98,0,0.2,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
17304,34,120000,0,2200,7.51,0,0.02,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17305,27,15600,1,2250,18.25,1,0.14,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17306,29,30000,4,5000,7.51,0,0.17,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
17307,28,18000,0,2250,8.49,0,0.13,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
17308,30,42000,0,2250,8.88,0,0.05,8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
